candidate_id,gross_list_status,gross_list_name,canonical_product_id,slug,brand,model,family,current_status,provisional_decision,final_decision,decision_change_reason,rank,score,confidence,trusted_active_total,safe_proposal_total,source_count,price_evidence,matchability_risk,variant_decision,query_readiness,main_reason,promotion_or_removal_trigger,evidence_basis,candidate_origin,hierarchy_role,kg_status,matcher_guard_conflict,lexical_clean_hits,lexical_nordic_de_hits
CAND-0653,not_on_gross_list,,,,Gibson,Gibson SG 61 Reissue,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,37,low,,,0,,,Reissue line.,"brand in KG, product missing",Reissue line.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0654,not_on_gross_list,,68a23f09-bd30-473e-ac3e-ecfc2c8e3725,gibson-sg-special,Gibson,Gibson SG Special,Electric guitars,standard/qa_only,,reserve,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,65,medium,16,22,3,"lexical median 9342 DKK (p25 6431 / p75 10423, n=50)","contamination 4% (2 intent, 0 copy/reference)",P-90 tier.,KG product exists,P-90 tier.,Supply or contamination drift.,kg_trusted+kg_dryrun,user_authoritative_addition,matchable_canonical_product,exact_kg_product,,50,2
CAND-0655,not_on_gross_list,,,,Ibanez,Ibanez JEM7V,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,23,low,,,0,,,"Vai signature, premium tier.","brand in KG, product missing","Vai signature, premium tier.","Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0656,not_on_gross_list,,,,Ibanez,Ibanez JEM777,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,23,low,,,0,,,Original 1987 tier.,"brand in KG, product missing",Original 1987 tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0657,not_on_gross_list,,,,Ibanez,Ibanez JEMJR,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,23,low,,,0,,,Budget tier; must not merge with 7V/777.,"brand in KG, product missing",Budget tier; must not merge with 7V/777.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0658,not_on_gross_list,,,,Ibanez,Ibanez PIA,Electric guitars,not_in_kg,,discovery_only,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,17,low,,,0,,,DISCOVERY: exact PIA model numbers unresolved.,"brand in KG, product missing",DISCOVERY: exact PIA model numbers unresolved.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,discovery_only,missing_from_kg,,0,0
CAND-0659,not_on_gross_list,,,,Ibanez,Ibanez RG Series,Electric guitars,not_in_kg,,navigation_family,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,,,,,1,"lexical median 6540 DKK (p25 6540 / p75 6540, n=1)","contamination 0% (0 intent, 0 copy/reference)",Navigation only; RG Series is not a product.,"brand in KG, product missing",Navigation only; RG Series is not a product.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,navigation_family,missing_from_kg,,1,1
CAND-0660,not_on_gross_list,,,,Ibanez,Ibanez RG550 Genesis,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,36,low,,,1,"lexical median 6540 DKK (p25 6540 / p75 6540, n=1)","contamination 0% (0 intent, 0 copy/reference)",Genesis reissue.,"brand in KG, product missing",Genesis reissue.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,1,1
CAND-0661,not_on_gross_list,,,,Ibanez,Ibanez RG421,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,23,low,,,0,,,Entry tier.,"brand in KG, product missing",Entry tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0662,not_on_gross_list,,,,Ibanez,Ibanez RG Prestige (named models),Electric guitars,not_in_kg,,discovery_only,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,17,low,,,0,,,DISCOVERY: exact Prestige model numbers unresolved.,"brand in KG, product missing",DISCOVERY: exact Prestige model numbers unresolved.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,discovery_only,missing_from_kg,,0,0
CAND-0663,not_on_gross_list,,,,PRS,PRS Custom 24,Electric guitars,not_in_kg,,reserve,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,54,low,,,2,"lexical median 35753 DKK (p25 30000 / p75 35753, n=2)","contamination 0% (0 intent, 0 copy/reference)",Core model.,brand AND product missing from KG,Core model.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,2,2
CAND-0664,not_on_gross_list,,,,PRS,PRS Custom 22,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,36,low,,,0,,,Core model.,brand AND product missing from KG,Core model.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0665,not_on_gross_list,,,,PRS,PRS McCarty 594,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,36,low,,,0,,,594 scale.,brand AND product missing from KG,594 scale.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0666,not_on_gross_list,,,,PRS,PRS Silver Sky,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,35,low,,,0,,,Mayer signature.,brand AND product missing from KG,Mayer signature.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0667,not_on_gross_list,,,,PRS,PRS SE Series,Electric guitars,not_in_kg,,navigation_family,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,,,,,0,,,Navigation only; SE Series is not a product.,brand AND product missing from KG,Navigation only; SE Series is not a product.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,navigation_family,missing_from_kg,,0,0
CAND-0668,not_on_gross_list,,,,Rickenbacker,Rickenbacker 330,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,38,low,,,0,,,Distinct from 360.,brand AND product missing from KG,Distinct from 360.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0669,not_on_gross_list,,,,Rickenbacker,Rickenbacker 360,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,38,low,,,0,,,6-string.,brand AND product missing from KG,6-string.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0670,not_on_gross_list,,,,Rickenbacker,Rickenbacker 360/12,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,40,low,,,0,,,12-string; separate market.,brand AND product missing from KG,12-string; separate market.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0671,not_on_gross_list,,,,Gretsch,Gretsch G6120 Chet Atkins,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,38,low,,,0,,,Pro-line tier.,brand AND product missing from KG,Pro-line tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0672,not_on_gross_list,,,,Gretsch,Gretsch G6136 White Falcon,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,37,low,,,0,,,Flagship tier.,brand AND product missing from KG,Flagship tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0673,not_on_gross_list,,,,Gretsch,Gretsch G5420T Electromatic,Electric guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,30,low,,,0,,,Budget tier; must not merge with 6120.,brand AND product missing from KG,Budget tier; must not merge with 6120.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0674,not_on_gross_list,,,,Fender,Fender Precision Bass,Bass guitars,not_in_kg,,navigation_family,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,,,,,5,"lexical median 7741 DKK (p25 4405 / p75 15715, n=331)","contamination 8% (31 intent, 0 copy/reference)",Navigation only.,"brand in KG, product missing",Navigation only.,Supply or contamination drift.,lexical_title_evidence_only,user_authoritative_addition,navigation_family,partial_family_multiple_kg_rows,,342,129
CAND-0675,not_on_gross_list,,,,Fender,Fender American Standard Precision Bass,Bass guitars,not_in_kg,,reserve,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,51,low,,,2,"lexical median 10500 DKK (p25 9069 / p75 10630, n=6)","contamination 0% (0 intent, 0 copy/reference)",Origin+era explicit only.,"brand in KG, product missing",Origin+era explicit only.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,6,1
CAND-0676,not_on_gross_list,,1e1736c7-e757-4564-a6ac-c7d145292414,fender-fender-japan-51-reissue-precision-legacy-bass-1996-97,Fender,Fender Precision Bass '51 Reissue,Bass guitars,standard/qa_only,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,23,low,0,0,0,,,Single-coil reissue.,KG product exists,Single-coil reissue.,Supply or contamination drift.,lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,exact_kg_product,,0,0
CAND-0677,not_on_gross_list,,,,Fender,Fender Precision Bass '57 Reissue,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,35,low,,,3,"lexical median 8166 DKK (p25 6705 / p75 26400, n=3)","contamination 0% (0 intent, 0 copy/reference)",Split-coil reissue.,"brand in KG, product missing",Split-coil reissue.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,3,2
CAND-0678,not_on_gross_list,,,,Fender,Fender Jazz Bass,Bass guitars,not_in_kg,,navigation_family,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,,,,,5,"lexical median 8731 DKK (p25 4405 / p75 15201, n=525)","contamination 4% (23 intent, 0 copy/reference)","Navigation only; pickup spacing is an attribute, not a product.","brand in KG, product missing","Navigation only; pickup spacing is an attribute, not a product.",Supply or contamination drift.,lexical_title_evidence_only,user_authoritative_addition,navigation_family,partial_family_multiple_kg_rows,,538,199
CAND-0679,not_on_gross_list,,,,Fender,Fender American Standard Jazz Bass,Bass guitars,not_in_kg,,reserve,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,61,low,,,4,"lexical median 8730 DKK (p25 7741 / p75 9991, n=26)","contamination 0% (0 intent, 0 copy/reference)",Explicit series/era only.,"brand in KG, product missing",Explicit series/era only.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,26,6
CAND-0680,not_on_gross_list,,,,Yamaha,Yamaha BB1200,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,34,low,,,0,,,Vintage Japan tier.,"brand in KG, product missing",Vintage Japan tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0681,not_on_gross_list,,,,Yamaha,Yamaha BB2000,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,34,low,,,0,,,Vintage Japan tier.,"brand in KG, product missing",Vintage Japan tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0682,not_on_gross_list,,,,Yamaha,Yamaha BB3000,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,48,low,,,1,"lexical median 19434 DKK (p25 14122 / p75 19434, n=2)","contamination 0% (0 intent, 0 copy/reference)",Vintage Japan top tier.,"brand in KG, product missing",Vintage Japan top tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,2,0
CAND-0683,not_on_gross_list,,,,Yamaha,Yamaha BB434,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,29,low,,,0,,,Current budget tier.,"brand in KG, product missing",Current budget tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0684,not_on_gross_list,,,,Yamaha,Yamaha BB734A,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,29,low,,,0,,,Current mid tier.,"brand in KG, product missing",Current mid tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0685,not_on_gross_list,,,,Yamaha,Yamaha BBP34,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,31,low,,,0,,,Pro Japan tier.,"brand in KG, product missing",Pro Japan tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0686,not_on_gross_list,,,,Höfner,Höfner 500/1 German Reissue,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,39,low,,,0,,,German-made; top tier.,brand AND product missing from KG,German-made; top tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0687,not_on_gross_list,,,,Höfner,Höfner Contemporary H500/1,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,30,low,,,0,,,Chinese-made mid tier.,brand AND product missing from KG,Chinese-made mid tier.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0688,not_on_gross_list,,,,Höfner,Höfner Ignition HI-BB,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,28,low,,,0,,,Entry tier; must not merge with German.,brand AND product missing from KG,Entry tier; must not merge with German.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0689,not_on_gross_list,,,,Music Man,Music Man StingRay (USA),Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,36,low,,,0,,,USA/current; title evidence permitting.,brand AND product missing from KG,USA/current; title evidence permitting.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0690,not_on_gross_list,,,,Music Man,Music Man Pre-Ernie Ball StingRay,Bass guitars,not_in_kg,,discovery_only,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,22,low,,,0,,,DISCOVERY: pre-EB identification unreliable in titles.,brand AND product missing from KG,DISCOVERY: pre-EB identification unreliable in titles.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,discovery_only,missing_from_kg,,0,0
CAND-0691,not_on_gross_list,,,,Sterling,Sterling by Music Man,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,28,low,,,0,,,Separate sub-brand; excluded from StingRay page.,brand AND product missing from KG,Separate sub-brand; excluded from StingRay page.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0692,not_on_gross_list,,,,Rickenbacker,Rickenbacker 4001,Bass guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,39,low,,,0,,,Vintage; distinct from 4003.,brand AND product missing from KG,Vintage; distinct from 4003.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0693,not_on_gross_list,,,,Rickenbacker,Rickenbacker 4003,Bass guitars,not_in_kg,,reserve,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,51,low,,,1,"lexical median 16250 DKK (p25 16250 / p75 16250, n=1)","contamination 0% (0 intent, 0 copy/reference)",Current; distinct from 4001.,brand AND product missing from KG,Current; distinct from 4001.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,1,1
CAND-0694,not_on_gross_list,,ee08ba0c-435a-451b-93f6-75b4d3287603,martin-d-28,Martin,Martin D-28,Acoustic guitars,standard/qa_only,,core,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,26,70,medium,0,43,1,"lexical median 22673 DKK (p25 20730 / p75 29799, n=43)","contamination 12% (6 intent, 0 copy/reference)",Excludes HD-28.,KG product exists,Excludes HD-28.,Supply or contamination drift.,kg_trusted+kg_dryrun,user_authoritative_addition,matchable_canonical_product,exact_kg_product,,43,0
CAND-0695,not_on_gross_list,,,,Martin,Martin HD-28,Acoustic guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,37,low,,,0,,,Herringbone; distinct price.,"brand in KG, product missing",Herringbone; distinct price.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0696,not_on_gross_list,,,,Martin,Martin D-18,Acoustic guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,38,low,,,0,,,Mahogany.,"brand in KG, product missing",Mahogany.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0697,not_on_gross_list,,,,Martin,Martin 0-18,Acoustic guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,34,low,,,0,,,"Exact model, not ""0 Series"".","brand in KG, product missing","Exact model, not ""0 Series"".","Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0698,not_on_gross_list,,,,Martin,Martin 00-18,Acoustic guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,34,low,,,0,,,Exact model.,"brand in KG, product missing",Exact model.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0699,not_on_gross_list,,,,Martin,Martin 000-18,Acoustic guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,35,low,,,0,,,Exact model.,"brand in KG, product missing",Exact model.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0700,not_on_gross_list,,,,Martin,Martin 000-28,Acoustic guitars,not_in_kg,,reserve,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,50,low,,,1,"lexical median 25000 DKK (p25 25000 / p75 25000, n=1)","contamination 0% (0 intent, 0 copy/reference)",Exact model.,"brand in KG, product missing",Exact model.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,1,1
CAND-0701,not_on_gross_list,,,,Martin,Martin OM-28,Acoustic guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,36,low,,,0,,,Orchestra model.,"brand in KG, product missing",Orchestra model.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0702,not_on_gross_list,,22325142-9c6a-47d8-809f-b9a5913355cd,gibson-j-45,Gibson,Gibson J-45,Acoustic guitars,not_in_kg,,core,New in Prompt 04 music-vertical overlay (user_authoritative_addition). Prompt 04A: reclassified from partial_family_multiple_kg_rows to exact_kg_product — the family regex also matched listing-title pollution rows; the canonical identity was never ambiguous. Survivor selected on evidence: gibson-j-45. No consolidation required.,12,75,low,,,1,"lexical median 19428 DKK (p25 16189 / p75 22667, n=307)","contamination 2% (5 intent, 1 copy/reference)",Reference slope-shoulder.,KG product exists (canonical row selected from a polluted family),Reference slope-shoulder.,Supply or contamination drift.,lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,exact_kg_product,,307,0
CAND-0703,not_on_gross_list,,c857b33b-9d55-4fc2-b8ff-150c41017a9f,gibson-hummingbird,Gibson,Gibson Hummingbird,Acoustic guitars,not_in_kg,,core,New in Prompt 04 music-vertical overlay (user_authoritative_addition). Prompt 04A: reclassified from partial_family_multiple_kg_rows to exact_kg_product — the family regex also matched listing-title pollution rows; the canonical identity was never ambiguous. Survivor selected on evidence: gibson-hummingbird. No consolidation required.,9,76,low,,,1,"lexical median 25906 DKK (p25 20520 / p75 26186, n=214)","contamination 2% (5 intent, 0 copy/reference)",Square-shoulder.,KG product exists (canonical row selected from a polluted family),Square-shoulder.,Supply or contamination drift.,lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,exact_kg_product,,214,0
CAND-0704,not_on_gross_list,,,,Gibson,Gibson L-00,Acoustic guitars,not_in_kg,,reserve,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,65,low,,,1,"lexical median 19002 DKK (p25 14893 / p75 19428, n=99)","contamination 1% (1 intent, 0 copy/reference)",Small body blues.,"brand in KG, product missing",Small body blues.,Supply or contamination drift.,lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,partial_family_multiple_kg_rows,,99,0
CAND-0705,not_on_gross_list,,,,Taylor,Taylor 314ce,Acoustic guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,33,low,,,0,,,Grand Auditorium.,brand AND product missing from KG,Grand Auditorium.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0706,not_on_gross_list,,,,Taylor,Taylor GS Mini,Acoustic guitars,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,30,low,,,0,,,Travel size; distinct market.,brand AND product missing from KG,Travel size; distinct market.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0707,not_on_gross_list,,,,Korg,Korg SDD-3000 (rackmount),Guitar effects,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,48,low,,,1,"lexical median 123 DKK (p25 123 / p75 123, n=1)","contamination 0% (0 intent, 0 copy/reference)",Rack unit; vintage.,"brand in KG, product missing",Rack unit; vintage.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,1,0
CAND-0708,not_on_gross_list,,,,Korg,Korg SDD-3000 Pedal,Guitar effects,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,32,low,,,0,,,Modern pedal; separate product.,"brand in KG, product missing",Modern pedal; separate product.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0709,not_on_gross_list,,,,Boss,Boss PH-1,Guitar effects,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,43,low,,,1,"lexical median 230 DKK (p25 230 / p75 230, n=1)","contamination 0% (0 intent, 0 copy/reference)",Vintage phaser.,"brand in KG, product missing",Vintage phaser.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,1,0
CAND-0710,not_on_gross_list,,,,Boss,Boss PH-1R,Guitar effects,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,36,low,,,1,"lexical median 9393 DKK (p25 230 / p75 9393, n=2)","contamination 0% (0 intent, 0 copy/reference)",Vintage variant.,"brand in KG, product missing",Vintage variant.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,2,0
CAND-0711,not_on_gross_list,,,,Boss,Boss PH-3,Guitar effects,not_in_kg,,reserve,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,56,low,,,1,"lexical median 861 DKK (p25 606 / p75 926, n=77)","contamination 0% (0 intent, 0 copy/reference)",Current phaser.,"brand in KG, product missing",Current phaser.,Supply or contamination drift.,lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,partial_family_multiple_kg_rows,,77,0
CAND-0712,not_on_gross_list,,,,Boss,Boss CE-2,Guitar effects,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,47,low,,,1,"lexical median 9393 DKK (p25 9393 / p75 9393, n=1)","contamination 0% (0 intent, 0 copy/reference)",Vintage chorus.,"brand in KG, product missing",Vintage chorus.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,1,0
CAND-0713,not_on_gross_list,,,,Boss,Boss CE-2W,Guitar effects,not_in_kg,,excluded,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,31,low,,,0,,,Waza Craft reissue.,"brand in KG, product missing",Waza Craft reissue.,"Create the KG product, then convert lexical evidence into matcher proposals.",lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,missing_from_kg,,0,0
CAND-0714,not_on_gross_list,,,,Boss,Boss DS-1,Guitar effects,not_in_kg,,reserve,New in Prompt 04 music-vertical overlay (user_authoritative_addition).,,55,low,,,1,"lexical median 453 DKK (p25 317 / p75 971, n=83)","contamination 1% (1 intent, 0 copy/reference)",Distortion.,"brand in KG, product missing",Distortion.,Supply or contamination drift.,lexical_title_evidence_only,user_authoritative_addition,matchable_canonical_product,partial_family_multiple_kg_rows,,83,0
