candidate_id,source_origin,source_row_label,brand,family_or_model,hierarchy_role,reconciliation_state,kg_mapping,canonical_product_id,slug,final_decision,score,confidence,lifecycle_proposal,decision_reason
OV-0025,user_authoritative_addition,Gibson Les Paul Studio,Gibson,Gibson Les Paul / Gibson Les Paul Studio,matchable_canonical_product,overlay_addition,missing_from_kg,,,core,73,low,support=supported;visibility=private;monitoring=unchanged,Lower tier.
OV-0026,user_authoritative_addition,Gibson Les Paul Junior,Gibson,Gibson Les Paul / Gibson Les Paul Junior,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,68,low,support=reserve;visibility=private;monitoring=none,Single-pickup.
OV-0027,user_authoritative_addition,Gibson Les Paul Special,Gibson,Gibson Les Paul / Gibson Les Paul Special,matchable_canonical_product,overlay_addition,missing_from_kg,,,core,71,low,support=supported;visibility=private;monitoring=unchanged,P-90 tier.
OV-0028,user_authoritative_addition,Gibson Custom Shop Les Paul R7,Gibson,Gibson Les Paul / Gibson Custom Shop Les Paul R7,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,58,low,support=reserve;visibility=private;monitoring=none,Custom Shop 1957 reissue.
OV-0029,user_authoritative_addition,Gibson Custom Shop Les Paul R8,Gibson,Gibson Les Paul / Gibson Custom Shop Les Paul R8,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,59,low,support=reserve;visibility=private;monitoring=none,Custom Shop 1958 reissue.
OV-0030,user_authoritative_addition,Gibson Custom Shop Les Paul R9,Gibson,Gibson Les Paul / Gibson Custom Shop Les Paul R9,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,67,low,support=reserve;visibility=private;monitoring=none,Custom Shop 1959 reissue; highest value.
OV-0031,user_authoritative_addition,Gibson Custom Shop Les Paul R0,Gibson,Gibson Les Paul / Gibson Custom Shop Les Paul R0,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,59,low,support=reserve;visibility=private;monitoring=none,Custom Shop 1960 reissue.
OV-0032,user_authoritative_addition,Gibson ES family,Gibson,Gibson ES / Gibson ES family,navigation_family,overlay_addition,exact_kg_product,c716d85e-a9b1-4ccf-b96c-387589a73d49,gibson-es-335,navigation_family,,,navigation_only:no_kg_product_row,Navigation only; never merge on the token 335.
OV-0033,user_authoritative_addition,Gibson ES-335 Dot,Gibson,Gibson ES / Gibson ES-335 Dot,matchable_canonical_product,overlay_addition,missing_from_kg,,,core,70,low,support=supported;visibility=private;monitoring=unchanged,Dot inlay.
OV-0034,user_authoritative_addition,Gibson ES-335 Block,Gibson,Gibson ES / Gibson ES-335 Block,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,53,low,support=reserve;visibility=private;monitoring=none,Block inlay; distinct era/value.
OV-0035,user_authoritative_addition,Gibson ES-345,Gibson,Gibson ES / Gibson ES-345,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,54,low,support=reserve;visibility=private;monitoring=none,Stereo/Varitone.
OV-0036,user_authoritative_addition,Gibson ES-355,Gibson,Gibson ES / Gibson ES-355,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,48,low,support=known;visibility=private;monitoring=none,Top of line.
OV-0037,user_authoritative_addition,Gibson ES-330,Gibson,Gibson ES / Gibson ES-330,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,42,low,support=known;visibility=private;monitoring=none,"Fully hollow, P-90."
OV-0038,user_authoritative_addition,Gibson SG,Gibson,Gibson SG / Gibson SG,navigation_family,overlay_addition,partial_family_multiple_kg_rows,,,navigation_family,,,navigation_only:no_kg_product_row,Navigation only.
OV-0039,user_authoritative_addition,Gibson SG Standard,Gibson,Gibson SG / Gibson SG Standard,matchable_canonical_product,overlay_addition,exact_kg_product,3c46b0b4-e927-4938-8ff1-87a4b18aed0e,gibson-sg-standard-large-guard-with-maestro-vibrola,core,62,low,support=supported;visibility=private;monitoring=unchanged,Core model.
OV-0040,user_authoritative_addition,Gibson SG 61 Reissue,Gibson,Gibson SG / Gibson SG 61 Reissue,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,37,low,support=known;visibility=private;monitoring=none,Reissue line.
OV-0041,user_authoritative_addition,Gibson SG Special,Gibson,Gibson SG / Gibson SG Special,matchable_canonical_product,overlay_addition,exact_kg_product,68a23f09-bd30-473e-ac3e-ecfc2c8e3725,gibson-sg-special,reserve,65,medium,support=reserve;visibility=private;monitoring=none,P-90 tier.
OV-0042,user_authoritative_addition,Ibanez JEM7V,Ibanez,Ibanez JEM / Ibanez JEM7V,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,23,low,support=known;visibility=private;monitoring=none,"Vai signature, premium tier."
OV-0043,user_authoritative_addition,Ibanez JEM777,Ibanez,Ibanez JEM / Ibanez JEM777,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,23,low,support=known;visibility=private;monitoring=none,Original 1987 tier.
OV-0044,user_authoritative_addition,Ibanez JEMJR,Ibanez,Ibanez JEM / Ibanez JEMJR,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,23,low,support=known;visibility=private;monitoring=none,Budget tier; must not merge with 7V/777.
OV-0045,user_authoritative_addition,Ibanez PIA,Ibanez,Ibanez PIA / Ibanez PIA,discovery_only,overlay_addition,missing_from_kg,,,discovery_only,17,low,registry_only:not_a_match_target,DISCOVERY: exact PIA model numbers unresolved.
OV-0046,user_authoritative_addition,Ibanez RG Series,Ibanez,Ibanez RG / Ibanez RG Series,navigation_family,overlay_addition,missing_from_kg,,,navigation_family,,,navigation_only:no_kg_product_row,Navigation only; RG Series is not a product.
OV-0047,user_authoritative_addition,Ibanez RG550 Genesis,Ibanez,Ibanez RG / Ibanez RG550 Genesis,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,36,low,support=known;visibility=private;monitoring=none,Genesis reissue.
OV-0048,user_authoritative_addition,Ibanez RG421,Ibanez,Ibanez RG / Ibanez RG421,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,23,low,support=known;visibility=private;monitoring=none,Entry tier.
OV-0049,user_authoritative_addition,Ibanez RG Prestige (named models),Ibanez,Ibanez RG / Ibanez RG Prestige (named models),discovery_only,overlay_addition,missing_from_kg,,,discovery_only,17,low,registry_only:not_a_match_target,DISCOVERY: exact Prestige model numbers unresolved.
OV-0050,user_authoritative_addition,PRS Custom 24,PRS,PRS Core / PRS Custom 24,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,54,low,support=reserve;visibility=private;monitoring=none,Core model.
OV-0051,user_authoritative_addition,PRS Custom 22,PRS,PRS Core / PRS Custom 22,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,36,low,support=known;visibility=private;monitoring=none,Core model.
OV-0052,user_authoritative_addition,PRS McCarty 594,PRS,PRS Core / PRS McCarty 594,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,36,low,support=known;visibility=private;monitoring=none,594 scale.
OV-0053,user_authoritative_addition,PRS Silver Sky,PRS,PRS Core / PRS Silver Sky,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,35,low,support=known;visibility=private;monitoring=none,Mayer signature.
OV-0054,user_authoritative_addition,PRS SE Series,PRS,PRS SE / PRS SE Series,navigation_family,overlay_addition,missing_from_kg,,,navigation_family,,,navigation_only:no_kg_product_row,Navigation only; SE Series is not a product.
OV-0055,user_authoritative_addition,Rickenbacker 330,Rickenbacker,Rickenbacker Electric / Rickenbacker 330,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,38,low,support=known;visibility=private;monitoring=none,Distinct from 360.
OV-0056,user_authoritative_addition,Rickenbacker 360,Rickenbacker,Rickenbacker Electric / Rickenbacker 360,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,38,low,support=known;visibility=private;monitoring=none,6-string.
OV-0057,user_authoritative_addition,Rickenbacker 360/12,Rickenbacker,Rickenbacker Electric / Rickenbacker 360/12,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,40,low,support=known;visibility=private;monitoring=none,12-string; separate market.
OV-0058,user_authoritative_addition,Gretsch G6120 Chet Atkins,Gretsch,Gretsch Electric / Gretsch G6120 Chet Atkins,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,38,low,support=known;visibility=private;monitoring=none,Pro-line tier.
OV-0059,user_authoritative_addition,Gretsch G6136 White Falcon,Gretsch,Gretsch Electric / Gretsch G6136 White Falcon,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,37,low,support=known;visibility=private;monitoring=none,Flagship tier.
OV-0060,user_authoritative_addition,Gretsch G5420T Electromatic,Gretsch,Gretsch Electric / Gretsch G5420T Electromatic,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,Budget tier; must not merge with 6120.
OV-0061,user_authoritative_addition,Fender Precision Bass,Fender,Fender Precision Bass / Fender Precision Bass,navigation_family,overlay_addition,partial_family_multiple_kg_rows,,,navigation_family,,,navigation_only:no_kg_product_row,Navigation only.
OV-0062,user_authoritative_addition,Fender American Standard Precision Bass,Fender,Fender Precision Bass / Fender American Standard Precision Bass,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,51,low,support=reserve;visibility=private;monitoring=none,Origin+era explicit only.
OV-0063,user_authoritative_addition,Fender Precision Bass '51 Reissue,Fender,Fender Precision Bass / Fender Precision Bass '51 Reissue,matchable_canonical_product,overlay_addition,exact_kg_product,1e1736c7-e757-4564-a6ac-c7d145292414,fender-fender-japan-51-reissue-precision-legacy-bass-1996-97,excluded,23,low,support=known;visibility=private;monitoring=none,Single-coil reissue.
OV-0064,user_authoritative_addition,Fender Precision Bass '57 Reissue,Fender,Fender Precision Bass / Fender Precision Bass '57 Reissue,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,35,low,support=known;visibility=private;monitoring=none,Split-coil reissue.
OV-0065,user_authoritative_addition,Fender Jazz Bass,Fender,Fender Jazz Bass / Fender Jazz Bass,navigation_family,overlay_addition,partial_family_multiple_kg_rows,,,navigation_family,,,navigation_only:no_kg_product_row,"Navigation only; pickup spacing is an attribute, not a product."
OV-0066,user_authoritative_addition,Fender American Standard Jazz Bass,Fender,Fender Jazz Bass / Fender American Standard Jazz Bass,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,61,low,support=reserve;visibility=private;monitoring=none,Explicit series/era only.
OV-0067,user_authoritative_addition,Yamaha BB1200,Yamaha,Yamaha BB / Yamaha BB1200,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,34,low,support=known;visibility=private;monitoring=none,Vintage Japan tier.
OV-0068,user_authoritative_addition,Yamaha BB2000,Yamaha,Yamaha BB / Yamaha BB2000,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,34,low,support=known;visibility=private;monitoring=none,Vintage Japan tier.
OV-0069,user_authoritative_addition,Yamaha BB3000,Yamaha,Yamaha BB / Yamaha BB3000,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,48,low,support=known;visibility=private;monitoring=none,Vintage Japan top tier.
OV-0070,user_authoritative_addition,Yamaha BB434,Yamaha,Yamaha BB / Yamaha BB434,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,29,low,support=known;visibility=private;monitoring=none,Current budget tier.
OV-0071,user_authoritative_addition,Yamaha BB734A,Yamaha,Yamaha BB / Yamaha BB734A,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,29,low,support=known;visibility=private;monitoring=none,Current mid tier.
OV-0072,user_authoritative_addition,Yamaha BBP34,Yamaha,Yamaha BB / Yamaha BBP34,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,31,low,support=known;visibility=private;monitoring=none,Pro Japan tier.
OV-0073,user_authoritative_addition,Höfner 500/1 German Reissue,Höfner,Höfner 500/1 / Höfner 500/1 German Reissue,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,39,low,support=known;visibility=private;monitoring=none,German-made; top tier.
OV-0074,user_authoritative_addition,Höfner Contemporary H500/1,Höfner,Höfner 500/1 / Höfner Contemporary H500/1,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,Chinese-made mid tier.
OV-0075,user_authoritative_addition,Höfner Ignition HI-BB,Höfner,Höfner 500/1 / Höfner Ignition HI-BB,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,28,low,support=known;visibility=private;monitoring=none,Entry tier; must not merge with German.
OV-0076,user_authoritative_addition,Music Man StingRay (USA),Music Man,Music Man StingRay / Music Man StingRay (USA),matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,36,low,support=known;visibility=private;monitoring=none,USA/current; title evidence permitting.
OV-0077,user_authoritative_addition,Music Man Pre-Ernie Ball StingRay,Music Man,Music Man StingRay / Music Man Pre-Ernie Ball StingRay,discovery_only,overlay_addition,missing_from_kg,,,discovery_only,22,low,registry_only:not_a_match_target,DISCOVERY: pre-EB identification unreliable in titles.
OV-0078,user_authoritative_addition,Sterling by Music Man,Sterling,Music Man StingRay / Sterling by Music Man,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,28,low,support=known;visibility=private;monitoring=none,Separate sub-brand; excluded from StingRay page.
OV-0079,user_authoritative_addition,Rickenbacker 4001,Rickenbacker,Rickenbacker Bass / Rickenbacker 4001,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,39,low,support=known;visibility=private;monitoring=none,Vintage; distinct from 4003.
OV-0080,user_authoritative_addition,Rickenbacker 4003,Rickenbacker,Rickenbacker Bass / Rickenbacker 4003,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,51,low,support=reserve;visibility=private;monitoring=none,Current; distinct from 4001.
OV-0081,user_authoritative_addition,Martin D-28,Martin,Martin Dreadnought / Martin D-28,matchable_canonical_product,overlay_addition,exact_kg_product,ee08ba0c-435a-451b-93f6-75b4d3287603,martin-d-28,core,70,medium,support=supported;visibility=private;monitoring=unchanged,Excludes HD-28.
OV-0082,user_authoritative_addition,Martin HD-28,Martin,Martin Dreadnought / Martin HD-28,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,37,low,support=known;visibility=private;monitoring=none,Herringbone; distinct price.
OV-0083,user_authoritative_addition,Martin D-18,Martin,Martin Dreadnought / Martin D-18,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,38,low,support=known;visibility=private;monitoring=none,Mahogany.
OV-0084,user_authoritative_addition,Martin 0-18,Martin,Martin Small Body / Martin 0-18,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,34,low,support=known;visibility=private;monitoring=none,"Exact model, not ""0 Series""."
OV-0085,user_authoritative_addition,Martin 00-18,Martin,Martin Small Body / Martin 00-18,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,34,low,support=known;visibility=private;monitoring=none,Exact model.
OV-0086,user_authoritative_addition,Martin 000-18,Martin,Martin Small Body / Martin 000-18,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,35,low,support=known;visibility=private;monitoring=none,Exact model.
OV-0087,user_authoritative_addition,Martin 000-28,Martin,Martin Small Body / Martin 000-28,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,50,low,support=reserve;visibility=private;monitoring=none,Exact model.
OV-0088,user_authoritative_addition,Martin OM-28,Martin,Martin Small Body / Martin OM-28,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,36,low,support=known;visibility=private;monitoring=none,Orchestra model.
OV-0089,user_authoritative_addition,Gibson J-45,Gibson,Gibson Acoustic / Gibson J-45,matchable_canonical_product,overlay_addition,partial_family_multiple_kg_rows,22325142-9c6a-47d8-809f-b9a5913355cd,gibson-j-45,core,75,low,support=supported;visibility=private;monitoring=unchanged,Reference slope-shoulder.
OV-0090,user_authoritative_addition,Gibson Hummingbird,Gibson,Gibson Acoustic / Gibson Hummingbird,matchable_canonical_product,overlay_addition,partial_family_multiple_kg_rows,c857b33b-9d55-4fc2-b8ff-150c41017a9f,gibson-hummingbird,core,76,low,support=supported;visibility=private;monitoring=unchanged,Square-shoulder.
OV-0091,user_authoritative_addition,Gibson L-00,Gibson,Gibson Acoustic / Gibson L-00,matchable_canonical_product,overlay_addition,partial_family_multiple_kg_rows,,,reserve,65,low,support=reserve;visibility=private;monitoring=none,Small body blues.
OV-0092,user_authoritative_addition,Taylor 314ce,Taylor,Taylor Acoustic / Taylor 314ce,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,33,low,support=known;visibility=private;monitoring=none,Grand Auditorium.
OV-0093,user_authoritative_addition,Taylor GS Mini,Taylor,Taylor Acoustic / Taylor GS Mini,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,Travel size; distinct market.
OV-0094,user_authoritative_addition,Korg SDD-3000 (rackmount),Korg,Korg SDD-3000 / Korg SDD-3000 (rackmount),matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,48,low,support=known;visibility=private;monitoring=none,Rack unit; vintage.
OV-0095,user_authoritative_addition,Korg SDD-3000 Pedal,Korg,Korg SDD-3000 / Korg SDD-3000 Pedal,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,32,low,support=known;visibility=private;monitoring=none,Modern pedal; separate product.
OV-0096,user_authoritative_addition,Boss PH-1,Boss,Boss Phaser / Boss PH-1,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,43,low,support=known;visibility=private;monitoring=none,Vintage phaser.
OV-0097,user_authoritative_addition,Boss PH-1R,Boss,Boss Phaser / Boss PH-1R,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,36,low,support=known;visibility=private;monitoring=none,Vintage variant.
OV-0098,user_authoritative_addition,Boss PH-3,Boss,Boss Phaser / Boss PH-3,matchable_canonical_product,overlay_addition,partial_family_multiple_kg_rows,,,reserve,56,low,support=reserve;visibility=private;monitoring=none,Current phaser.
OV-0099,user_authoritative_addition,Boss CE-2,Boss,Boss Chorus / Boss CE-2,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,47,low,support=known;visibility=private;monitoring=none,Vintage chorus.
OV-0100,user_authoritative_addition,Boss CE-2W,Boss,Boss Chorus / Boss CE-2W,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,31,low,support=known;visibility=private;monitoring=none,Waza Craft reissue.
OV-0101,user_authoritative_addition,Boss DS-1,Boss,Boss Drive / Boss DS-1,matchable_canonical_product,overlay_addition,partial_family_multiple_kg_rows,,,reserve,55,low,support=reserve;visibility=private;monitoring=none,Distortion.
OV-0102,user_authoritative_addition,Boss SD-1,Boss,Boss Drive / Boss SD-1,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,44,low,support=known;visibility=private;monitoring=none,Super Overdrive.
OV-0103,user_authoritative_addition,EHX Deluxe Memory Man (vintage MN3005),Electro-Harmonix,EHX Deluxe Memory Man / EHX Deluxe Memory Man (vintage MN3005),matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,37,low,support=known;visibility=private;monitoring=none,Vintage big-box; highest value.
OV-0104,user_authoritative_addition,EHX Deluxe Memory Man XO,Electro-Harmonix,EHX Deluxe Memory Man / EHX Deluxe Memory Man XO,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,XO reissue.
OV-0105,user_authoritative_addition,EHX Deluxe Memory Man 550-TT,Electro-Harmonix,EHX Deluxe Memory Man / EHX Deluxe Memory Man 550-TT,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,Tap tempo 550ms.
OV-0106,user_authoritative_addition,EHX Deluxe Memory Man 1100-TT,Electro-Harmonix,EHX Deluxe Memory Man / EHX Deluxe Memory Man 1100-TT,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,Tap tempo 1100ms.
OV-0107,user_authoritative_addition,EHX Memory Man Nano,Electro-Harmonix,EHX Deluxe Memory Man / EHX Memory Man Nano,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,28,low,support=known;visibility=private;monitoring=none,Nano format.
OV-0108,user_authoritative_addition,Tokai Springy Sound,Tokai,Tokai Vintage / Tokai Springy Sound,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,46,low,support=known;visibility=private;monitoring=none,Strat-type lawsuit era.
OV-0109,user_authoritative_addition,Tokai Breezy Sound,Tokai,Tokai Vintage / Tokai Breezy Sound,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,33,low,support=known;visibility=private;monitoring=none,Tele-type lawsuit era.
OV-0110,user_authoritative_addition,Tokai Love Rock,Tokai,Tokai Vintage / Tokai Love Rock,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,34,low,support=known;visibility=private;monitoring=none,LP-type.
OV-0111,user_authoritative_addition,Tokai ES models,Tokai,Tokai Vintage / Tokai ES models,discovery_only,overlay_addition,missing_from_kg,,,discovery_only,17,low,registry_only:not_a_match_target,DISCOVERY: exact ES model numbers unresolved.
OV-0112,user_authoritative_addition,Greco Spacey Sound,Greco,Greco Vintage / Greco Spacey Sound,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,33,low,support=known;visibility=private;monitoring=none,Tele-type.
OV-0113,user_authoritative_addition,Greco Super Real,Greco,Greco Vintage / Greco Super Real,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,32,low,support=known;visibility=private;monitoring=none,Series designation.
OV-0114,user_authoritative_addition,Greco Mint Collection,Greco,Greco Vintage / Greco Mint Collection,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,Series designation.
OV-0115,user_authoritative_addition,Greco SA models,Greco,Greco Vintage / Greco SA models,discovery_only,overlay_addition,missing_from_kg,,,discovery_only,17,low,registry_only:not_a_match_target,DISCOVERY: exact SA model numbers unresolved.
OV-0116,user_authoritative_addition,Burny Super Grade,Burny,Burny Vintage / Burny Super Grade,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,32,low,support=known;visibility=private;monitoring=none,LP-type Super Grade.
OV-0117,user_authoritative_addition,Fernandes The Function,Fernandes,Fernandes Vintage / Fernandes The Function,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,28,low,support=known;visibility=private;monitoring=none,Named series.
OV-0118,user_authoritative_addition,Fernandes Revival Series,Fernandes,Fernandes Vintage / Fernandes Revival Series,discovery_only,overlay_addition,missing_from_kg,,,discovery_only,17,low,registry_only:not_a_match_target,DISCOVERY: exact Revival models unresolved.
OV-0119,user_authoritative_addition,Nash S-Model,Nash,Nash Guitars / Nash S-Model,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,Relic S-type.
OV-0120,user_authoritative_addition,Nash T-Model,Nash,Nash Guitars / Nash T-Model,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,Relic T-type.
OV-0121,user_authoritative_addition,Nash J-Model,Nash,Nash Guitars / Nash J-Model,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,Relic J-Bass type.
OV-0122,user_authoritative_addition,Nash PB-Model,Nash,Nash Guitars / Nash PB-Model,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,Relic P-Bass type.
OV-0123,user_authoritative_addition,Suhr Classic S,Suhr,Suhr Guitars / Suhr Classic S,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,32,low,support=known;visibility=private;monitoring=none,S-type boutique.
OV-0124,user_authoritative_addition,Suhr Classic T,Suhr,Suhr Guitars / Suhr Classic T,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,32,low,support=known;visibility=private;monitoring=none,T-type boutique.
OV-0125,user_authoritative_addition,Heritage H-150,Heritage,Heritage Guitars / Heritage H-150,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,32,low,support=known;visibility=private;monitoring=none,LP-type.
OV-0126,user_authoritative_addition,Heritage H-535,Heritage,Heritage Guitars / Heritage H-535,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,32,low,support=known;visibility=private;monitoring=none,335-type.
OV-0127,user_authoritative_addition,Eastman SB59,Eastman,Eastman Guitars / Eastman SB59,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,31,low,support=known;visibility=private;monitoring=none,LP-type.
OV-0128,user_authoritative_addition,Eastman AR models,Eastman,Eastman Guitars / Eastman AR models,discovery_only,overlay_addition,missing_from_kg,,,discovery_only,17,low,registry_only:not_a_match_target,DISCOVERY: exact AR model numbers unresolved.
OV-0129,user_authoritative_addition,Takamine F-360S,Takamine,Takamine Vintage / Takamine F-360S,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,30,low,support=known;visibility=private;monitoring=none,Lawsuit-era; year evidence required.
OV-0130,user_authoritative_addition,Hansen (brand discovery),Hansen,Hansen / Hansen (brand discovery),discovery_only,overlay_addition,missing_from_kg,,,discovery_only,17,low,registry_only:not_a_match_target,DISCOVERY: no product/model identity established.
OV-0131,assistant_obvious_challenger,Fender Mustang,Fender,Fender Mustang / Fender Mustang,matchable_canonical_product,overlay_addition,exact_kg_product,83ef96d8-49a1-46c4-aca3-d910025be38e,fender-fender-fender-player-ii-mustang-pj-bass-coral-red,excluded,48,low,support=known;visibility=private;monitoring=none,Short scale; excludes Mustang Bass.
OV-0132,assistant_obvious_challenger,Gibson Firebird,Gibson,Gibson Firebird / Gibson Firebird,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,45,low,support=known;visibility=private;monitoring=none,Distinct body.
OV-0133,assistant_obvious_challenger,Gibson Explorer,Gibson,Gibson Explorer / Gibson Explorer,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,40,low,support=known;visibility=private;monitoring=none,Distinct body.
OV-0134,assistant_obvious_challenger,Gibson Flying V,Gibson,Gibson Flying V / Gibson Flying V,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,48,low,support=known;visibility=private;monitoring=none,Distinct body.
OV-0135,assistant_obvious_challenger,Epiphone Casino,Epiphone,Epiphone Casino / Epiphone Casino,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,36,low,support=known;visibility=private;monitoring=none,Hollow P-90; own brand.
OV-0136,assistant_obvious_challenger,Gretsch Duo Jet,Gretsch,Gretsch Electric / Gretsch Duo Jet,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,35,low,support=known;visibility=private;monitoring=none,Solid/chambered.
OV-0137,assistant_obvious_challenger,Gretsch Country Gentleman,Gretsch,Gretsch Electric / Gretsch Country Gentleman,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,35,low,support=known;visibility=private;monitoring=none,Large hollow.
OV-0138,assistant_obvious_challenger,Yamaha SG-2000,Yamaha,Yamaha SG / Yamaha SG-2000,matchable_canonical_product,overlay_addition,missing_from_kg,,,excluded,36,low,support=known;visibility=private;monitoring=none,Vintage Japan flagship.
OV-0139,assistant_obvious_challenger,Fender Mustang Bass,Fender,Fender Mustang Bass / Fender Mustang Bass,matchable_canonical_product,overlay_addition,partial_family_multiple_kg_rows,9493f297-b121-4d97-8e3b-f4a0b48797c5,fender-mustang-bass,core,60,low,support=supported;visibility=private;monitoring=unchanged,Short scale bass.
OV-0140,assistant_obvious_challenger,Gibson Thunderbird,Gibson,Gibson Thunderbird / Gibson Thunderbird,matchable_canonical_product,overlay_addition,missing_from_kg,,,reserve,50,low,support=reserve;visibility=private;monitoring=none,Neck-through bass.
OV-0141,assistant_obvious_challenger,Gibson SJ-200,Gibson,Gibson Acoustic / Gibson SJ-200,matchable_canonical_product,overlay_addition,partial_family_multiple_kg_rows,e4d3b8a1-613c-475d-ab2c-16c965278bba,gibson-sj-200-original,core,74,low,support=supported;visibility=private;monitoring=unchanged,Flagship jumbo.
